"happy",55,0.40800414862914863,
"year",53,0.2821712492172398,
"2021",39,0.3136526263088763,
"i",34,0.12274576118326118,
"covid",24,0.2137369040103415,
"health",19,0.1431868497000076,
"good",18,0.42898879669713,
"year!",17,0.3417095322977676,
"2020",17,0.2284256429844665,
"lot",17,0.4039756811815636,
"pandemic",15,0.28470612373737375,
"covid-19",15,0.15472895622895624,
"please",15,0.3924476911976912,
"#staysafe",14,0.2955462146980004,
"#covid_19",13,0.278231351981352,
"years",12,0.2461332070707071,
"#stayhome",12,0.1830781776094276,
"#happynewyear",11,0.12693083431719795,
"stigma:",11,0.08407254361799815,
"fighting",11,0.08407254361799815,
"#2021",10,0.40814989177489175,
"bye",9,0.4859217171717172,
"no",9,0.13189434022767357,
"#nye",9,0.0655522236251403,
"year.",9,0.43841825998076,
"social",8,0.10293447871572872,
"#newyearseve",8,0.09990079365079366,
"california",8,0.279006865530303,
"better",8,0.2901357323232323,
"december",8,0.3654119318181819,
"#newyear",8,0.24355113636363637,
"#covid19",8,0.1324810606060606,
"york",8,0.11676136363636364,
"hope",8,0.29809862012987015,
"eve",7,0.11057513914656772,
"2020!!",7,0.4176136363636364,
"time",7,0.20503697691197692,
"me,",7,0.4176136363636364,
"2020(and",7,0.4176136363636364,
"year...",7,0.4176136363636364,
"stuff",7,0.4176136363636364,
"covid)👋",7,0.4176136363636364,
"2020:",7,0.4176136363636364,
"#covid",7,0.1333473124098124,
"stay",7,0.38997680890538033,
"first",7,0.39792117604617605,
"best",7,0.5185265924551639,
"happens",7,0.4176136363636364,
"love",7,0.421134817563389,
"year❤️💯",7,0.4176136363636364,
"came",7,0.4176136363636364,
"eve!",7,0.4176136363636364,
"through",7,0.4137331542465471,
"pandemic.",7,0.382705241187384,
"31st",7,0.4176136363636364,
"2021!",7,0.40537968975468974,
"better👋bye",7,0.4176136363636364,
"texas",7,0.287411100803958,
"worse",7,-0.059523809523809534,
"beach,",6,0.20391414141414144,
"#wearamask",6,0.5310380591630591,
"said",6,0.07045454545454545,
"end",6,0.4879166666666667,
"safe",6,0.46425324675324675,
"home",6,0.39042095057720055,
"friends",6,0.2582022607022607,
"#happynewyear2021",5,0.3529040404040404,
"maryland",5,0.3240909090909091,
"wear",5,0.42151875901875907,
"confirmed",5,0.06257575757575758,
"cases",5,0.15651515151515152,
"wish",5,0.5141948051948051,
"thank",5,0.2616335227272727,
"family",5,0.30963131313131315,
"ireland",5,0.045353535353535354,
"#2020",5,0.06888888888888889,
"amazing",5,0.35464935064935066,
"vaccine",5,0.31261363636363637,
